,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarter,quarter_lower,quarter_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2014-01-01,35.574623499959465,352.0298962363816,637.9470005563226,35.574623499959465,35.574623499959465,459.81762754419236,459.81762754419236,459.81762754419236,41.27472522742186,41.27472522742186,41.27472522742186,418.5429023167706,418.5429023167706,418.5429023167706,0.0,0.0,0.0,495.3922510441518
1,2014-04-01,29.599947015269866,229.28054970586942,513.4386236153413,29.599947015269866,29.599947015269866,335.80688816479204,335.80688816479204,335.80688816479204,-74.0113220927579,-74.0113220927579,-74.0113220927579,409.81821025754994,409.81821025754994,409.81821025754994,0.0,0.0,0.0,365.40683518006193
2,2014-07-01,23.558885230334404,230.99568489609607,510.3704999046715,23.558885230334404,23.558885230334404,332.7476994141864,332.7476994141864,332.7476994141864,-129.2512949584528,-129.2512949584528,-129.2512949584528,461.9989943726392,461.9989943726392,461.9989943726392,0.0,0.0,0.0,356.3065846445208
3,2014-10-01,17.45143814452769,292.8089446658081,573.5406138001001,17.45143814452769,17.45143814452769,411.08341202713166,411.08341202713166,411.08341202713166,3.1653909435899252,3.1653909435899252,3.1653909435899252,407.91802108354176,407.91802108354176,407.91802108354176,0.0,0.0,0.0,428.53485017165934
4,2015-01-01,11.343991058279437,316.5257415047906,596.8713840063189,11.343991058279437,11.343991058279437,445.41990660423596,445.41990660423596,445.41990660423596,41.27472522703848,41.27472522703848,41.27472522703848,404.1451813771977,404.1451813771977,404.1451813771977,0.0,0.0,0.0,456.7638976625154
5,2015-04-01,5.36931456705965,230.24049335474368,506.8760261968421,5.36931456705965,5.36931456705965,352.9315754775465,352.9315754775465,352.9315754775465,-74.01132209270818,-74.01132209270818,-74.01132209270818,426.94289757025456,426.94289757025456,426.94289757025456,0.0,0.0,0.0,358.30089004460615
6,2015-07-01,-0.6717472155386179,205.34999373612064,489.99919099614175,-0.6717472155386179,-0.6717472155386179,343.72884930872044,343.72884930872044,343.72884930872044,-129.25129495848762,-129.25129495848762,-129.25129495848762,472.98014426720806,472.98014426720806,472.98014426720806,0.0,0.0,0.0,343.0571020931818
7,2015-10-01,-6.779194289582843,191.68129442263793,479.1290520473732,-6.779194289582843,-6.779194289582843,351.3481269282762,351.3481269282762,351.3481269282762,3.165390943585419,3.165390943585419,3.165390943585419,348.1827359846908,348.1827359846908,348.1827359846908,0.0,0.0,0.0,344.56893263869335
8,2016-01-01,-12.886641371188194,272.15368114200567,562.3357128750334,-12.886641371188194,-12.886641371188194,432.8709115659847,432.8709115659847,432.8709115659847,41.27472522649184,41.27472522649184,41.27472522649184,391.5961863394932,391.5961863394932,391.5961863394932,0.0,0.0,0.0,419.9842701947965
9,2016-04-01,-18.927703165394053,250.31729998282546,532.2244100483789,-18.927703165394053,-18.927703165394053,407.7283989063071,407.7283989063071,407.7283989063071,37.655359342608634,37.655359342608634,37.655359342608634,370.0730395636984,370.0730395636984,370.0730395636984,0.0,0.0,0.0,388.80069574091306
10,2016-07-01,-24.96876496669579,296.43916052118846,577.4034315205972,-24.96876496669579,-24.96876496669579,462.4055109664307,462.4055109664307,462.4055109664307,25.37982464832354,25.37982464832354,25.37982464832354,437.02568631810715,437.02568631810715,437.02568631810715,0.0,0.0,0.0,437.4367459997349
11,2016-10-01,-31.076212069666106,391.9336030584792,676.4517661878625,-31.076212069666106,-31.076212069666106,564.0243774079743,564.0243774079743,564.0243774079743,37.90495689687877,37.90495689687877,37.90495689687877,526.1194205110954,526.1194205110954,526.1194205110954,0.0,0.0,0.0,532.9481653383082
12,2017-01-01,-37.183659181777934,260.5464536970544,538.9208846483172,-37.183659181777934,-37.183659181777934,441.70165710202195,441.70165710202195,441.70165710202195,6.929612109568813,6.929612109568813,6.929612109568813,434.77204499245323,434.77204499245323,434.77204499245323,0.0,0.0,0.0,404.517997920244
13,2017-04-01,-43.158771476400226,246.131714097892,530.2837775223901,-43.158771476400226,-43.158771476400226,428.5201761672275,428.5201761672275,428.5201761672275,37.655359343483894,37.655359343483894,37.655359343483894,390.8648168237436,390.8648168237436,390.8648168237436,0.0,0.0,0.0,385.36140469082727
14,2017-07-01,-49.200273926551596,279.062925242636,573.1256315499382,-49.200273926551596,-49.200273926551596,475.38385252620475,475.38385252620475,475.38385252620475,25.379824648436887,25.379824648436887,25.379824648436887,450.0040278777679,450.0040278777679,450.0040278777679,0.0,0.0,0.0,426.1835785996532
15,2017-10-01,-55.30826846351816,312.67599753216814,594.3063737840288,-55.30826846351816,-55.30826846351816,505.150881387821,505.150881387821,505.150881387821,37.90495689651457,37.90495689651457,37.90495689651457,467.24592449130637,467.24592449130637,467.24592449130637,0.0,0.0,0.0,449.84261292430284
16,2018-01-01,-61.416263001901434,206.2726321905699,514.8389823922794,-61.416263001901434,-61.416263001901434,425.4725144256653,425.4725144256653,425.4725144256653,6.929612109129593,6.929612109129593,6.929612109129593,418.54290231653573,418.54290231653573,418.54290231653573,0.0,0.0,0.0,364.05625142376385
17,2018-04-01,-67.39147508596054,235.29528652803157,525.5483570645141,-67.39147508596054,-67.39147508596054,447.47356960107356,447.47356960107356,447.47356960107356,37.6553593432312,37.6553593432312,37.6553593432312,409.81821025784245,409.81821025784245,409.81821025784245,0.0,0.0,0.0,380.082094515113
