,ds,분기당_매출_금액,분기당_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
20,2019-1분기,27661770066.184235,5571975.403562352,21390125981.303055,6234295199.417867,3927068275.2698107,4140072760.5299015,4349135167.583399,4348410352.605918,4492870944.105661,3360296226.298917,2558638071.0061045,2501961366.0796247,5074138063.074163,4659669736.5611515,4056558001.502322,6756265927.071554,4180540017.592455,16509071430.250162,9890336460.719534,389598005.14712065,9998244552.897043,7434134941.248745,4302991648.333693,2451339855.084399,872794292.7109294,4455405.184829703,1093373.657504098,788019.7193386932,861202.5088539409,897765.0233711418,843047.276462156,907797.8068815331,645834.5619706968,480801.46066139115,388374.2626026108,1253844.0493184808,1073994.4300038829,850843.8399156458,1312679.8546774748,635991.820519206,3243972.18132954,2262961.484372396,128733.22442400898,2600586.9379857606,1389679.5440556295,740646.9861413126,511700.48916130257,147370.25600896275,107.98100672400078
21,2019-2분기,28630651221.766037,6035579.881134951,21770570154.094513,6880255455.367095,4224674678.746225,4295513734.336667,4152729270.493702,4391032487.893261,4773869725.697231,4018016084.4160604,2898584675.085215,3021604025.326932,5346536236.144665,4733186550.706651,4232384974.933685,6820719490.479434,4546729616.987059,17428706348.39928,10160493579.294163,609444177.010011,11016586427.719194,7767407264.929526,4595381797.980686,2683961599.2120304,929162971.1992646,4627263.667500808,1413734.8321118685,912702.5029786606,921097.711517289,891043.8259991838,941568.9891185033,986904.1228273545,821532.3026642941,588649.7344203009,494678.0263146274,1336147.234226072,1108049.7394288376,914562.4990920747,1408290.3284281157,787205.6756315879,3507794.47968375,2425323.8768533543,183972.90682259633,2690635.340087592,1507424.5355840572,839059.1276494254,573706.4298503038,168837.82128884643,108.65387407424785
22,2019-3분기,31354244941.724556,6906320.575243415,24323845886.78022,7096735535.001392,4898831514.162439,4752576668.705983,4849395756.234114,4824629161.846284,5114793024.987434,4282534386.1473675,3057789686.8616815,3585443689.4085565,5930194568.341678,5227060731.17849,4600975706.622488,7369601839.208277,4950185693.955796,19027365537.859837,11262028819.076082,851530638.1787148,12881504127.312233,8053462101.307687,5029532467.266646,3035802290.719261,1002223390.9525853,5405234.193989673,1552259.6241206073,1125485.8415491427,1072236.0574577227,1087982.2964720714,1103839.1047377246,1101791.9167603746,895719.4151228722,637826.5846788592,612192.9668439435,1531089.6807070617,1274351.0898325818,1041307.5818722778,1572958.7606750964,916569.71975153,4005757.287351173,2788434.7497854168,267054.44363227737,3166966.6852109255,1592277.8115804857,956005.5880416756,670172.3391102841,186636.65702271136,106.95783860100093
23,2019-4분기,29639306165.42003,6018929.391856475,22665678972.54515,6942671935.29396,4391594105.931598,4502164676.87036,4408599973.158852,4505149066.47828,4853397688.753109,3953630177.041791,2960838802.676494,3125481954.962469,5350330049.195795,4816806287.73079,4280807548.4660563,7287857553.842309,4751753229.2036295,17910987287.2504,10652868997.90884,605641162.5770478,11678714545.535843,7913141743.477983,4622539531.872622,2650404684.2320533,963106912.8655326,4673631.133716023,1344506.0478639472,909812.9060525321,953269.976511655,901261.4212825537,938808.7564794687,969676.631861889,776582.6207567359,566855.7463815946,499495.648724342,1298645.9305611341,1093227.9285448296,907970.8084868566,1444727.2639047687,785629.7809728563,3489243.0402245633,2444097.137036409,174109.2334631292,2747369.2195170037,1495451.5617933415,804175.6630932692,540214.2523705133,168749.36114103856,114.38918433611994
24,2020-1분기,25588371127.78559,5016421.042938345,19909125647.91751,5665192384.670982,3692861845.106294,3826844368.429166,3931962960.37059,4136134195.3221903,4237541916.655552,3252495249.869875,2309940143.034304,2394455311.426356,4620646096.787576,4465375407.575245,3721799360.5512323,6273780055.6406,3885302894.3564925,15681984935.84214,9118603043.309383,355704301.9562266,9452773552.712063,6882566058.066446,4211735538.136466,2521779098.194377,950148846.4672661,3989370.0616226313,1004476.8682609397,728264.5202331915,770415.9475106946,799878.5348076583,804769.7072667533,823768.0069046641,601048.092921254,415365.2064577508,357108.7110739326,1112960.341920332,991330.7586575185,760127.2427767919,1175898.542584417,579736.158431979,2925646.5251570614,2040945.3208512345,104406.10829628308,2256583.343451512,1255227.8688700525,688106.0166545302,496441.9764520704,156658.38569863926,106.89752661735487
25,2020-2분기,26466106891.98914,5465612.180181945,20660308821.346123,5844110597.99679,4043860707.830635,4095214635.9881153,4125014868.029207,4152848902.3008757,4387412859.367864,3455302379.7203817,2469166936.15417,2390508414.857927,4986874726.072914,4657365914.50552,3989360534.509736,6393590682.915724,4237292484.4539537,16365623137.833635,9258190125.065422,428551543.5186384,9751391326.269085,7379604401.828447,4389250250.550516,2705700296.2123876,1074350908.563768,4354152.406603756,1164114.0781044094,852953.6032815402,857433.3058052753,859365.5544884307,887366.1750806252,898429.0156821713,677639.364310337,486630.8501451825,365677.9814353126,1238901.4736396514,1070758.019485467,855723.545010948,1268681.5618785038,692667.8380124676,3250048.428275792,2165657.3303742623,126683.39725673702,2354256.0637209355,1449878.8584258705,768700.152879037,553158.4780162142,180637.3802304362,108.08141692036736
26,2020-3분기,26937205407.0523,5558267.820159766,21162101930.93441,5854485175.566719,4007095791.636336,4165942790.918901,4109182013.756916,4239003100.1991014,4742972382.198895,3543723413.617091,2488821248.8845577,2406853489.4800773,5200143417.139712,4803584380.601765,4132404514.6588507,6550638830.180637,4168929093.6013165,16362201820.371677,9434565735.258814,522822923.8982272,10085034145.148346,7231581548.663343,4528294628.271823,2774217499.8010063,1112864685.1395204,4446136.551256606,1192473.1154282533,847259.262516496,879795.9739319661,869435.8941483458,926836.6334237048,962567.0894701753,700117.5096643402,483128.5623250721,371528.8025717997,1284966.9566841635,1101154.405945505,870886.86736432,1286314.1990886568,700865.5217559552,3260766.0943283755,2222479.611368194,151961.30369490545,2409127.0979779903,1401985.0720689727,789249.760515254,567055.3325335486,191325.28788919759,108.63410905530071
27,2020-4분기,24778421411.324093,4783396.479260928,19220288377.09449,5593601310.927683,3573912081.0775094,3791322231.3886642,3914961162.823246,3923707819.649991,4107120236.896738,3396628565.6006823,2338997895.925082,2184946354.7683444,4688109000.552194,4324908144.530511,3673495218.4605,6198955359.518706,3936891105.9434853,15151806557.385576,8644374031.553312,410647128.86534286,9028872958.148556,6880317179.556532,4284116724.455269,2467774004.3781896,1026655434.9067976,3780546.704754821,1075064.1664666496,724169.1669563276,746310.1138178302,773063.4852976638,780434.9257641684,777147.4283784278,626306.0001727687,442163.04287931847,327925.6552977648,1095015.636555796,927111.303472039,739092.9468830748,1135766.728630716,610096.1717860682,2849770.6481788866,1881731.785399342,112527.64312334423,2005016.1238466352,1274969.3896404826,719175.2277425906,477768.10789414484,162636.58658813153,103.96015550636761
28,2021-1분기,21432773139.73558,3877425.0381755093,16713272001.541325,4729772383.409502,3273805743.785769,3392531840.348469,3470404126.224511,3052546398.638421,3524327370.836262,2780505325.5910273,1946113039.5947158,1224360442.4192696,4016600963.415987,3844168032.3521147,3265413204.489664,5484599011.341963,3659156329.184668,13116053056.636156,7261851330.997953,277259422.5391388,6476686381.681102,6262279465.032796,3991925692.3979855,2388460844.5566835,1047430368.992317,3083162.255860721,795765.8707817831,620603.7515009614,644434.6518116563,643089.2465061734,571984.461505597,610076.051303508,462257.26015594386,333140.19302928215,155828.8706237843,909250.0230690683,793412.3954042057,629028.1949081774,933584.4767292661,466938.988486324,2299744.9461895796,1497945.4720168137,72906.11063989488,1398150.3637241744,1102166.9941123764,636402.6687241796,424223.1032439338,168508.11826210597,103.97515130476059
29,2021-2분기,25218054802.96529,5051926.092409084,19717718261.598274,5491417138.597073,3885594147.655295,3891887597.5965137,3758038255.1400933,3991761366.0126867,4311149225.249546,3492494550.5753226,2297613956.5079145,2324743555.518294,4799034578.494461,4481853101.61544,3802519613.6411214,6163893591.495342,4101484796.5277753,15680965891.460968,8775579407.095984,472458634.19333994,9513757320.340714,7131199370.087518,4429697583.613394,2836076441.725785,1173127726.1613767,3935354.1018170016,1148725.4719744453,830103.5169542446,795687.1613065734,759499.2505386553,871706.6992312182,838559.6318923797,670571.6894875935,443960.9860153224,344597.81121480494,1153062.0907260024,987952.7315380729,790223.5926390942,1182051.6964924403,671788.8315140193,2959769.4148576115,2006183.6150020629,117979.48006508645,2019962.1288389298,1362135.1819176802,749470.3694980409,550524.1476939248,199136.7695994983,104.96083524760957
30,2021-3분기,25875774650.166054,5324249.086763627,20398466835.27244,5574084421.866465,3983072466.980418,4000368865.7724886,3832087871.352817,4171665772.1882935,4605037304.524538,3677758363.007205,2341441325.2070436,2548358213.2512856,5056799932.644527,4679430281.410315,3982667510.354399,6334445855.149436,4058571198.4893317,15961221535.933891,9045681079.521103,620067369.2425897,10375708127.108173,6907427569.904611,4596081293.218298,2974412585.7287207,1200132452.7037013,4156692.059808384,1223988.5749574376,888222.2601521073,851641.4852445767,799326.2278388925,949950.7051140812,907705.6530944506,718577.7419211776,456318.20159404544,390471.10480590444,1231229.9705078711,1053085.8179405741,830371.1273268014,1223380.7145162013,713934.8328226956,3076968.5757984533,2142090.2841125075,162082.4564615559,2197577.8518201057,1313500.0146203157,784681.5443286522,585825.0779707339,209433.6074426976,104.6101785071914
31,2021-4분기,23785826748.353622,4500393.181387252,18562607033.309902,5241506962.301165,3544440157.893933,3673211039.824708,3701183054.2895474,3750421248.9712267,4044605463.389489,3355487036.74244,2200605361.85518,2161277414.2318034,4470638198.837684,4160405254.5221043,3512300919.8425364,6026380930.748687,3890690184.587995,14785102406.732946,8296237388.023692,445586723.9568935,9023218238.522388,6678506665.596676,4267827522.2350883,2633526957.9146786,1115931684.265535,3494048.60721364,1042720.0278469493,726524.3092814183,716492.6727715423,708588.423042155,779378.3591311635,734040.4244236609,606318.6488875478,402987.7811966401,313654.5323177576,1017379.9927816326,862110.8153944367,691049.8696911708,1079650.1872279893,604817.0529689877,2650266.11274492,1779449.9737405847,104149.62937737445,1765779.9180399661,1217673.0809020905,689556.5617242481,480159.944159596,181689.59805007477,99.95455582690295
32,2022-1분기,19037302827.59602,3226515.8339333525,14763760298.51596,4259282127.3898487,2892729791.051792,2887339723.8556237,3032691110.323758,2767141915.649822,3229399571.231022,2670395376.283719,1630174642.9322097,1071678944.59483,3508674627.3008356,3511924125.26805,2919703588.062537,4942503315.847126,3257134447.1244836,12094415504.926964,6398627425.41648,233391478.55692732,5737974237.077846,5541591926.137585,3880615511.1890225,2479574566.291751,1089226318.7559972,2463467.661842812,699886.2921936234,538969.0821381165,528927.9943545497,514415.1519901146,512282.4993099177,508924.80592621595,418805.3731564095,258573.74201424816,117436.74046103895,757318.9356738231,678958.4527852298,523458.8326034704,773240.9458843996,393307.139627652,1891169.1870910428,1249585.4204757947,47531.97676103847,1005121.4513218864,912803.2053008019,567828.9958635877,402947.7368245495,175830.96002451555,98.72406577331634
33,2022-2분기,23422634628.40564,4572020.586236782,18352646053.189163,5058761829.574237,3670240899.5127883,3641339236.430007,3354183277.9084125,3749307524.003791,4156250952.1364336,3515831240.0420136,2097632076.9910545,2273841935.5950775,4484071093.133755,4247355509.836957,3543592360.939069,5799336341.496292,3847309383.798179,14904576612.224747,8215260582.390972,517332400.4283031,9324171970.92506,6657917692.567396,4388550030.272385,2940754077.132425,1239992820.437202,3456924.679545395,1128634.6004900702,802198.9106021833,729864.913529074,650574.9816723532,851200.0607430498,765577.9908244705,661034.9768674655,397448.9842028901,325895.16100827116,1043941.1309658925,895858.6241054587,707800.2347873182,1073557.4413578243,644560.4453857259,2637691.557039982,1841483.4429165502,109091.32609868175,1692487.4272654648,1235791.5412031193,710140.363226362,541753.7762530375,212215.48138109036,101.62402988110418
34,2022-3분기,24766120403.66741,5085901.337873664,19625755348.30248,5234082588.178259,4014201985.824698,3855101094.65457,3607494922.7205496,4019619080.4650993,4468951307.872307,3800690933.955456,2196501434.991345,2712221713.900362,4852936518.892211,4554716207.992779,3795668787.310124,6080004162.294233,3960534375.6905403,15663940992.36533,8757428291.69891,721293228.1187949,10752895209.29353,6547280313.203196,4635789819.411101,3168934785.379121,1280093250.8123956,3883520.9543872997,1252081.2540435689,937485.1317933212,825660.7535193902,741477.8756221915,970877.3617909871,853213.3203114317,732975.1536490594,428971.59965241654,412939.0111303682,1165885.1868201494,1004780.5296715664,782891.6385340942,1159799.3563456167,730403.3636381745,2902075.1325036613,2073944.7418343988,172626.75367238474,2003912.4848171906,1223987.5640015474,773688.9585251145,603021.9672744022,225770.86990312766,101.09428317010826
35,2022-4분기,22839514588.559525,4233556.6948137,17977275955.15233,4872419810.614971,3512043174.0022745,3599857620.441898,3520774828.6875844,3619934818.6961803,3938043769.226098,3316783410.148038,2047463249.9888408,2148186655.8153462,4242575976.533616,4048457041.8266125,3357225031.4906054,5874225747.990992,3801059343.437191,14571462711.40992,8078671075.925274,484164027.05526406,9099808406.015795,6433548531.008778,4293812219.398644,2806038144.855808,1204265208.7799144,3223831.9737553447,1010434.5068079728,730421.9934376678,695994.0963868025,643713.4158838325,782389.2679990629,684988.7131409859,587819.7115944959,361197.0859427997,300948.7661991222,942719.5001807178,808106.4450463329,643882.8883068636,1024504.0243739656,597058.6962035495,2460594.773446905,1702726.7856444456,97300.6055361871,1555535.03926089,1148341.5631809006,661487.7311033474,485447.3424567217,198958.03942807883,98.79966556174571
