,ds,분기당_매출_금액,분기당_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
20,2019-1분기,63113231.043730006,634.2802183197962,39038961.68902856,23919853.866621844,9399849.092747416,5785960.696892921,4684431.564539194,8529461.330098385,10393740.360603435,19892041.401118163,3980399.1062273886,-17200.813160336384,41321.35696195146,19431988.02582468,16633945.783613466,25825026.276088968,1241186.5646465598,6065853.62132737,55637667.36087552,389232.6823237227,5328223.976795091,17857581.900820527,19871498.891639497,10113185.648139015,8165138.48420056,455.9570839535132,178.18077726400878,87.50240394971283,85.8175576929993,57.38403408320197,111.55446034258144,113.83298419126554,143.88603825141593,34.40937274374231,-0.13836140510896558,1.4810108722211144,154.69545253598778,201.84067642016586,254.32796859242814,22.336021991825252,51.446971392494774,580.7322306280676,12.949132510191655,118.07924381773563,213.31874538378972,143.0165117752481,88.68379462827991,55.348942226764834,7.644079879148773
21,2019-2분기,88514701.70705299,937.6555813200544,71828134.73405008,16613456.728647856,13833324.388090318,10752557.753459118,16332535.513106741,12083667.933508731,18881685.406116962,16497931.343898416,123352.46122002229,-42972.855732264215,263416.66082146514,25451735.163909074,18368098.835786067,41268795.211033344,3132515.810649952,12143995.424597679,74996560.95508662,494616.8966798778,10412696.954107998,23953977.866745293,31449498.397855505,10133663.1054976,10944540.848854769,742.0868592269866,193.79784039584683,136.86054560056846,114.59638956634215,162.37219565195429,134.15555025411052,193.7613309558655,180.67381278880188,13.235538047614927,-0.3456688149122751,4.606517129641595,254.69129283734014,244.82791384563103,408.49445866124705,23.061119905877877,102.04977367334043,817.417878820605,9.930931973244828,212.63038926698567,309.161646766779,195.01741309296247,121.76958175468512,72.01972002942738,8.094365774441409
22,2019-3분기,85849324.7949087,912.5442817510709,61568312.19250572,24003987.23328648,14890139.910267534,7324850.065353274,21346302.34825794,6351001.3479493875,11191551.172852412,23853097.875751264,115346.74271866772,3078.507662225143,783659.5593790205,21193376.549010966,21836681.416477177,35557282.51853103,6357735.75167557,2371548.443168587,81841773.16388938,327527.2892207644,14060198.103205591,24671089.221619252,36505011.30918644,8081274.57378938,712951.685487844,717.1559593048187,194.76342824636345,154.86108740039072,125.06257946999884,159.44924397619508,147.52074249975,128.26102189801318,176.7698717659482,18.122892055907244,0.024763169148676323,11.016397423782186,205.40695939082661,267.6598660085114,414.91699104381536,12.670210335429545,50.894279629203474,843.8638585106396,4.35458524903165,206.23020056756303,329.5542880620929,229.9912286730012,99.21208609948239,22.843410817782086,8.125420829642998
23,2019-4분기,78007318.27087489,771.5300074012976,59184586.93062161,18966372.77343601,16173221.315276641,6151793.16253561,12870065.729709478,13682589.604058223,10591709.766061721,17691960.26901397,1318264.0551118639,-20677.463116445848,-45134.738417907065,24764178.487937037,27723557.89999509,21506119.482284285,4125550.228967254,9867188.983502196,66356138.68194603,-62196.85654009959,7886406.7742102975,17005031.458892345,25879452.07060985,8734380.715944499,17128355.964412242,576.7020124665315,193.907968837554,121.27600851822643,81.19705669132999,128.4450463492313,141.00849247299385,105.66231879616538,170.81182115599952,23.18486872789175,-0.16632718605870306,0.3023788253113153,220.78059661955018,281.33996834862387,249.23469743303042,18.830141991194846,85.3173211038427,668.9424725576245,-2.059238406669138,135.36725504527095,253.30730455231225,159.5010348334719,111.31291634354237,100.44165699868621,7.558601199995281
24,2020-1분기,64248108.092322275,564.3827377132424,34501715.105338626,29665473.329532485,7844473.130188102,4942914.076701723,3181850.128561735,8516493.938579496,9838814.214654861,24532637.218870472,5115332.025999876,-19358.689016369397,166305.5616447163,18391449.023414835,16368901.415657282,28265038.996202685,1091999.9908181322,4872927.52342138,58282347.50993951,329042.9547789109,4102053.708798868,16755077.266723666,20476127.208892267,12201963.140177194,9234176.907263804,388.26976762653743,174.8432633502886,67.31205928797316,82.24332465649401,28.57807870606692,108.35172493415088,101.48839828890621,142.39683091258348,32.519753595161546,-0.1557191156258096,4.219598790347263,130.86611178052013,172.7336534624072,238.41197969390487,17.033723776528312,41.433043343631965,520.2497974998029,13.829733794323506,90.68095715043505,203.46178237659115,115.45037348421536,85.26988978750659,52.17468354626611,7.45312798857479
25,2020-2분기,67657145.87393996,689.2327295561888,43981573.16266986,23500432.487727903,10022598.752269583,4970506.882371547,7024738.37385251,10721761.853950081,11052650.496631078,15764069.574795661,7716287.226313548,114087.50011658038,117807.89819559731,22153380.191405766,20256281.684836954,20386760.346050173,4499898.247041451,4296927.493809771,61750503.13247566,80964.66345283686,7297000.941765064,20649594.974784996,21502493.08123627,9210545.783637993,7244436.4898122065,510.3641135888324,176.91203804161896,114.90195340244102,66.02191453224354,92.49526312396281,85.77849582256145,150.40584217843184,123.76793907462336,53.17401797878442,0.9177070103812833,3.5648922771179397,181.20258523944958,208.25467153351747,238.21590232179602,54.74075331070566,65.1468735594201,607.7356908520783,4.215538119326227,91.31469084565254,256.98734769233437,155.71934923708895,102.20764939768233,60.043910028356365,7.340691246316744
26,2020-3분기,65057083.632360086,634.2812605778665,44132057.110900596,20993771.549406156,10254335.003485544,6501204.037670335,5344642.566306055,14863532.52820094,7309479.124314719,14703429.897733599,6333498.060786168,-19282.5405690831,75678.5442409309,16967021.509104874,15707491.572285596,31508454.15489015,762746.828022778,8497750.96046027,55007357.16791822,3257.3068125010323,4831495.626763499,20156680.03337377,19057136.742112428,8911726.774026833,10461557.395349432,464.4419962773528,168.92177873161305,91.87453917912143,78.24681463369498,49.77403501867603,130.36251865395974,114.65139796877953,122.02463543863198,47.01382420338268,-0.15510658608635194,4.267944498025157,150.40484658232702,195.56554141965665,266.9641806427501,15.961294178531073,79.25460360830085,538.6644845581732,-0.11356535996966954,85.4953567973504,213.97959990399795,158.49602368924047,85.94256555551954,75.74780625266116,7.730517033549382
27,2020-4분기,44737411.249645874,435.95040746303005,29028652.713784706,15425690.79664224,6904439.451009877,5375194.529535482,2270153.5848652087,6140629.237904543,7889643.987174618,10189930.958765993,5183985.436650194,-9378.120011219247,72444.38573037207,13379736.722110849,9920560.070108797,19794654.196644977,1596396.1549885492,1838617.9868414286,40535469.371797495,145925.92185686258,2597683.2086897055,11360299.547243726,16785719.42820806,9518603.025618115,1787900.4169079214,326.89947666686476,107.91066831671347,71.6915093077368,47.17941610231275,58.39269776841083,71.51452756185904,76.8332637701886,64.93090549983133,43.18772837173113,-0.07543654186215387,3.355424388045167,92.69203156748769,183.1497329106753,146.58225771152672,9.324759496193117,37.573902623827536,387.93722655865264,5.964982438462598,67.69858067144698,127.14646016272354,86.93477468065105,100.95864870808256,34.38829761224969,7.849570682028506
28,2021-1분기,32621224.028301246,391.06792610584205,19397250.437884003,13528098.249209035,8941151.313073602,2605935.2363469377,814212.4002946429,2577736.2803069428,4989572.081225235,4174674.082393687,9424884.991790874,7659.966628284459,89246.73824471491,10850060.520825852,7636895.619268166,14050193.755200084,-4285.063078135252,4904083.628095638,28583654.963562224,-16439.08907451961,3389622.4058221485,12885121.967802703,7587871.930624079,8512799.791406346,1137826.2190315723,274.722325953596,114.82930976433533,87.9442914969934,30.626011862749486,14.514514914569517,63.33207583654408,80.63225643792589,71.65401297171718,43.37487209166957,0.061615909428115456,7.230645067989711,103.7192651841189,125.8162360505858,145.92027623515486,6.847162247750667,41.484955044639115,336.63208894218275,-1.5425440201626133,45.83840568123569,140.27403960766145,62.901997293478075,97.55578614244013,36.97846892355287,6.110993021659088
29,2021-2분기,72649790.03532358,679.5956660921172,50494598.27510919,22369215.223698344,11442386.17603368,5144339.087561717,9136727.473171439,11732146.579166714,13265031.093060154,16278841.672335492,6112426.682763832,44205.0508887488,65526.660539659904,25540841.60841354,18922939.58026912,24997682.49237267,3220224.6087829717,6331440.154542351,65363519.06749211,120719.48541133583,6967802.417253084,19192573.75585541,26676546.382438846,9150557.204261519,9685194.837420437,509.37741276619823,170.16079565910758,110.4859982918851,61.51384828683467,96.36168411033414,99.06306622125906,144.2346860505727,126.87318093761749,43.42464702565638,0.35558045406738203,1.6935989549977322,200.72767440146464,211.1030008377404,234.38482359059367,32.115757157970464,64.58855795574462,599.7499235050595,3.2208386913268208,108.65307710353193,221.96195371460263,161.37699446520662,97.9049225839089,71.31942989165934,7.513834774030068
30,2021-3분기,71077979.96858095,655.3473480780501,47966603.89799821,23311955.99529717,11845896.764834564,5020376.697337272,10234056.504489608,12787914.59435612,8399445.353724053,18459949.11310963,4869147.774100677,-25002.870189335255,245304.41534800036,20899107.282870233,17212292.274867497,30953729.557521913,1905721.6020592996,5743775.324285603,63907558.630214326,33393.216052267206,6757964.08201983,18763327.18854995,26965554.985376284,8135736.802285778,9202583.091259323,484.1514705965535,170.04173468792584,101.49681708504643,75.73737050323312,71.82397293373279,135.96349055633743,101.65170511844136,130.07277092925972,40.057158694840346,-0.20112027372814278,4.704635424360912,172.76991050245715,213.69456545683755,261.0445907266834,2.899844574095585,57.048281061368215,580.6709166642809,-1.2173701129268428,107.90216960394412,203.03603875278,180.70696745128785,80.03373723476379,69.32620351699596,7.77058672691569
