,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarter,quarter_lower,quarter_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2014-01-01,67.66613792304781,47.358710390317235,151.41529034515654,67.66613792304781,67.66613792304781,32.28825761353539,32.28825761353539,32.28825761353539,-129.89791945273825,-129.89791945273825,-129.89791945273825,162.18617706627364,162.18617706627364,162.18617706627364,0.0,0.0,0.0,99.9543955365832
1,2014-04-01,66.56530845308036,97.41085401049088,203.4623606612297,66.56530845308036,66.56530845308036,82.21011435771551,82.21011435771551,82.21011435771551,-96.39457581920536,-96.39457581920536,-96.39457581920536,178.60469017692085,178.60469017692085,178.60469017692085,0.0,0.0,0.0,148.77542281079587
2,2014-07-01,65.45224754255001,75.06388409624296,175.46357104944065,65.45224754255001,65.45224754255001,62.17936239514057,62.17936239514057,62.17936239514057,-82.96423413367192,-82.96423413367192,-82.96423413367192,145.1435965288125,145.1435965288125,145.1435965288125,0.0,0.0,0.0,127.63160993769058
3,2014-10-01,64.32695519008239,68.93965982969645,172.85507885994014,64.32695519008239,64.32695519008239,56.9884490720337,56.9884490720337,56.9884490720337,-114.05478323374035,-114.05478323374035,-114.05478323374035,171.0432323057741,171.0432323057741,171.0432323057741,0.0,0.0,0.0,121.31540426211609
4,2015-01-01,63.201662838518125,34.97094494394925,142.77341956541235,63.201662838518125,63.201662838518125,26.807654046662382,26.807654046662382,26.807654046662382,-129.8979194526275,-129.8979194526275,-129.8979194526275,156.7055734992899,156.7055734992899,156.7055734992899,0.0,0.0,0.0,90.00931688518051
5,2015-04-01,62.10083336171137,97.91907153676023,200.10425781956857,62.10083336171137,62.10083336171137,86.55904185654975,86.55904185654975,86.55904185654975,-96.39457581886806,-96.39457581886806,-96.39457581886806,182.9536176754178,182.9536176754178,182.9536176754178,0.0,0.0,0.0,148.65987521826113
6,2015-07-01,60.98777244778268,55.853234240421116,150.91614952598937,60.98777244778268,60.98777244778268,44.85526277515776,44.85526277515776,44.85526277515776,-82.96423413414342,-82.96423413414342,-82.96423413414342,127.81949690930117,127.81949690930117,127.81949690930117,0.0,0.0,0.0,105.84303522294044
7,2015-10-01,59.862480091807015,76.0243938746453,175.65802609619453,59.862480091807015,59.862480091807015,63.99574410475786,63.99574410475786,63.99574410475786,-114.05478323382162,-114.05478323382162,-114.05478323382162,178.0505273385795,178.0505273385795,178.0505273385795,0.0,0.0,0.0,123.85822419656488
8,2016-01-01,58.73718773694596,26.85120161934939,131.51532167334761,58.73718773694596,58.73718773694596,21.25820113851287,21.25820113851287,21.25820113851287,-129.89791945252705,-129.89791945252705,-129.89791945252705,151.1561205910399,151.1561205910399,151.1561205910399,0.0,0.0,0.0,79.99538887545883
9,2016-04-01,57.62412682093903,49.22701294007388,157.15819534111776,57.62412682093903,57.62412682093903,45.43146355117483,45.43146355117483,45.43146355117483,-125.13454541148249,-125.13454541148249,-125.13454541148249,170.56600896265732,170.56600896265732,170.56600896265732,0.0,0.0,0.0,103.05559037211387
10,2016-07-01,56.511065900905436,66.03298037196976,165.1698191031795,56.511065900905436,56.511065900905436,60.38840786218544,60.38840786218544,60.38840786218544,-120.04285776581254,-120.04285776581254,-120.04285776581254,180.43126562799802,180.43126562799802,180.43126562799802,0.0,0.0,0.0,116.89947376309087
